"Date"	"Station"	"Tow"	"Time"	"Tide"	"Bottom Depth"	"Cable Out"	"Duration"	"Net Meter Serial"	"Net Meter Start"	"Net Meter End"	"Net Meter Check"	"CB Meter Serial"	"CB Meter Start"	"CB Meter End"	"CB Meter Check"	"Comments"
4/27/1995 0:00:00	610	2	12/30/1899 8:55:00	"2"	12	50	10.00	10369	522408	543876	21468					
4/27/1995 0:00:00	610	3	12/30/1899 9:10:00	"2"	12	50	10.00	10369	543876	563917	20041					
4/28/1995 0:00:00	323	1	12/30/1899 7:05:00	"2"	12	50	10.00	10369	864217	883576	19359	11732	944380	959677	15297	
4/28/1995 0:00:00	323	2	12/30/1899 7:20:00	"2"	12	50	10.00	10369	883576	906120	22544					
4/28/1995 0:00:00	323	3	12/30/1899 7:35:00	"2"	12	50	10.00	10369	906120	926619	20499					
4/28/1995 0:00:00	340	1	12/30/1899 8:00:00	"3"	10	50	10.00	10369	926619	947452	20833	11732	8174	23001	14827	
4/28/1995 0:00:00	340	2	12/30/1899 8:15:00	"3"	10	50	10.00	10369	947452	967364	19912					
4/28/1995 0:00:00	340	3	12/30/1899 8:30:00	"3"	10	50	10.00	10369	967364	988709	21345					
4/28/1995 0:00:00	411	1	12/30/1899 9:20:00	"2"	30	150	10.00	10369	988710	9716	21006	11732	37334	52671	15337	
4/28/1995 0:00:00	411	2	12/30/1899 9:35:00	"2"	30	150	10.00	10369	9716	30845	21129					
4/28/1995 0:00:00	411	3	12/30/1899 9:50:00	"2"	30	150	10.00	10369	30845	52112	21267					
4/28/1995 0:00:00	501	1	12/30/1899 10:20:00	"2"	30	150	10.00	10369	52110	73922	21812	11732	82914	97918	15004	
4/28/1995 0:00:00	501	2	12/30/1899 10:35:00	"2"	30	150	10.00	10369	73922	96656	22734					
4/28/1995 0:00:00	501	3	12/30/1899 10:50:00	"2"	30	150	10.00	10369	96656	118030	21374					
4/28/1995 0:00:00	504	1	12/30/1899 11:15:00	"4"	20	100	10.00	10369	118034	139733	21699	11732	114243	128847	14604	
4/28/1995 0:00:00	504	2	12/30/1899 11:30:00	"4"	20	100	10.00	10369	139733	162100	22367					
4/28/1995 0:00:00	504	3	12/30/1899 11:45:00	"4"	20	100	10.00	10369	162100	183998	21898					
4/28/1995 0:00:00	508	1	12/30/1899 13:00:00	"4"	40	200	10.00	10369	246495	268135	21640	11732	209944	226284	16340	
4/28/1995 0:00:00	508	2	12/30/1899 13:20:00	"4"	40	200	10.00	10369	268135	290204	22069					
4/28/1995 0:00:00	508	3	12/30/1899 13:35:00	"4"	40	200	10.00	10369	290204	312497	22293					
4/28/1995 0:00:00	519	1	12/30/1899 12:05:00	"4"	9	50	10.00	10369	184005	204318	20313	11732	159044	176500	17456	
4/28/1995 0:00:00	519	2	12/30/1899 12:20:00	"4"	9	50	10.00	10369	204318	225513	21195					
4/28/1995 0:00:00	519	3	12/30/1899 12:36:00	"4"	9	50	10.00	10369	225513	246410	20897					
5/8/1995 0:00:00	809	1	12/30/1899 6:23:00	"2"	40	200	10.00	10369	312497	332080	19583	11732	256970	273197	16227	
5/8/1995 0:00:00	809	2	12/30/1899 6:37:00	"2"	40	200	10.00	10369	332080	349628	17548					
5/8/1995 0:00:00	809	3	12/30/1899 6:54:00	"2"	40	200	10.00	10369	349628	374282	24654					
5/8/1995 0:00:00	901	1	12/30/1899 7:20:00	"2"	8	50	10.00	10369	374282	397086	22804	11732	303760	324690	20930	
5/8/1995 0:00:00	901	2	12/30/1899 7:35:00	"2"	8	50	10.00	10369	397086	422813	25727					
5/8/1995 0:00:00	901	3	12/30/1899 7:50:00	"2"	8	50	10.00	10369	422813	438903	16090					
5/8/1995 0:00:00	902	1	12/30/1899 8:15:00	"3"	25	125	10.00	10369	438907	460374	21467	11732	351054	366374	15320	
5/8/1995 0:00:00	902	2	12/30/1899 8:29:00	"3"	25	125	10.00	10369	460374	482041	21667					
5/8/1995 0:00:00	902	3	12/30/1899 8:42:00	"3"	25	125	10.00	10369	482041	503791	21750					
5/8/1995 0:00:00	910	1	12/30/1899 13:03:00	"1"	35	150	10.00	10369	604245	627591	23346	11732	456377	472588	16211	
5/8/1995 0:00:00	910	2	12/30/1899 13:12:00	"1"	35	150	10.00	10369	627591	652315	24724					
5/8/1995 0:00:00	910	3	12/30/1899 13:31:00	"1"	35	150	10.00	10369	652315	678575	26260					
5/8/1995 0:00:00	912	1	12/30/1899 13:57:00	"2"	34	150	10.00	10369	678575	702782	24207	11732	507367	525102	17735	
5/8/1995 0:00:00	912	2	12/30/1899 14:11:00	"2"	34	150	10.00	10369	702782	727678	24896					
5/8/1995 0:00:00	912	3	12/30/1899 14:26:00	"2"	34	150	10.00	10369	727678	752445	24767					
5/8/1995 0:00:00	914	1	12/30/1899 11:38:00	"4"	32	150	10.00	10369	512525	537084	24559	11732	399095	416277	17182	
5/8/1995 0:00:00	914	2	12/30/1899 12:14:00	"4"	32	150	10.00	10369	559454	582986	23532					
5/8/1995 0:00:00	914	3	12/30/1899 12:30:00	"4"	32	150	10.00	10369	582986	604245	21259					
5/9/1995 0:00:00	705	1	12/30/1899 13:40:00	"2"	20	100	10.00	10369	178506	199332	20826	11732	706297	714838	8541	
5/9/1995 0:00:00	705	2	12/30/1899 13:55:00	"2"	20	100	10.00	10369	199332	221787	22455					
5/9/1995 0:00:00	705	3	12/30/1899 14:10:00	"2"	20	100	10.00	10369	221787	245481	23694					
5/9/1995 0:00:00	707	1	12/30/1899 13:00:00	"2"	33	175	10.00	10369	137134	155197	18063	11732	682135	694040	11905	
5/9/1995 0:00:00	707	2	12/30/1899 13:15:00	"2"	33	175	5.00	10369	155197	167614	12417					
5/9/1995 0:00:00	707	3	12/30/1899 13:25:00	"2"	33	175	5.00	10369	167614	178506	10892					
5/9/1995 0:00:00	711	1	12/30/1899 11:55:00	"2"	11	50	10.00	10369	73499	96358	22859	11732	653880	662725	8845	
5/9/1995 0:00:00	711	2	12/30/1899 12:10:00	"2"	11	50	10.00	10369	96358	115840	19482					
5/9/1995 0:00:00	711	3	12/30/1899 12:25:00	"2"	11	50	10.00	10369	115840	137134	21294					
5/9/1995 0:00:00	716	1	12/30/1899 10:50:00	"4"	38	175	10.00	10369	8807	29649	20842	11732	624354	633815	9461	
5/9/1995 0:00:00	716	2	12/30/1899 11:05:00	"4"	38	175	10.00	10369	29649	51829	22180					
5/9/1995 0:00:00	716	3	12/30/1899 11:20:00	"4"	38	175	10.00	10369	51829	73499	21670					
5/9/1995 0:00:00	812	1	12/30/1899 9:35:00	"4"	15	100	5.00	10369	954885	965534	10649	11732	602327	606750	4423	
5/9/1995 0:00:00	812	2	12/30/1899 9:45:00	"4"	15	100	10.00	10369	965534	986606	21072					
5/9/1995 0:00:00	812	3	12/30/1899 10:00:00	"4"	15	100	10.00	10369	986606	8807	22201					
5/9/1995 0:00:00	815	1	12/30/1899 8:45:00	"3"	10	50	10.00	10369	871615	901460	29845	11732	578450	586897	8447	
5/9/1995 0:00:00	815	2	12/30/1899 9:00:00	"3"	10	50	10.00	10369	901460	927241	25781					
5/9/1995 0:00:00	815	3	12/30/1899 9:15:00	"3"	10	50	10.00	10369	927241	954885	27644					
5/9/1995 0:00:00	906	1	12/30/1899 7:45:00	"2"	30	175	10.00	10369	824304	849534	25230	11732	562357	570547	8190	
5/9/1995 0:00:00	906	2	12/30/1899 8:05:00	"2"	30	175	10.00	10369	849534	871615	22081					
5/9/1995 0:00:00	906	3	12/30/1899 8:20:00	"2"	30	175	10.00	10369	871615	894852	23237					
5/9/1995 0:00:00	919	1	12/30/1899 6:50:00	"2"	20	100	10.00	10369	752832	776643	23811	11732	550757	560563	9806	
5/9/1995 0:00:00	919	2	12/30/1899 7:05:00	"2"	20	100	10.00	10369	776643	800990	24347					
5/9/1995 0:00:00	919	3	12/30/1899 7:21:00	"2"	20	100	10.00	10369	800990	824299	23309					
5/10/1995 0:00:00	508	1	12/30/1899 10:24:00	"4"	38	200	10.00	10369	511703	532366	20663	11732	862704	871349	8645	
5/10/1995 0:00:00	508	2	12/30/1899 10:40:00	"4"	38	200	10.00	10369	532366	554880	22514					
5/10/1995 0:00:00	508	3	12/30/1899 10:54:00	"4"	38	200	10.00	10369	554880	575448	20568					
5/10/1995 0:00:00	513	1	12/30/1899 9:32:00	"4"	47	200	10.00	10369	443522	465260	21738	11732	836947	845274	8327	
5/10/1995 0:00:00	513	2	12/30/1899 9:45:00	"4"	47	200	10.00	10369	465260	487043	21783					
5/10/1995 0:00:00	513	3	12/30/1899 10:00:00	"4"	47	200	10.00	10369	487043	511705	24662					
5/10/1995 0:00:00	520	1	12/30/1899 11:15:00	"4"	37	200	10.00	10369	575451	595314	19863	11732	889167	899832	10665	
5/10/1995 0:00:00	520	2	12/30/1899 11:30:00	"4"	37	200	10.00	10369	595314	615622	20308					
5/10/1995 0:00:00	520	3	12/30/1899 11:44:00	"4"	37	200	10.00	10369	615622	637590	21968					
5/10/1995 0:00:00	703	1	12/30/1899 6:25:00	"2"	6	50	10.00	10369	245528	265966	20438	11732	730917	743638	12721	
5/10/1995 0:00:00	703	2	12/30/1899 6:40:00	"2"	6	50	10.00	10369	265966	288116	22150					
5/10/1995 0:00:00	703	3	12/30/1899 6:52:00	"2"	6	50	10.00	10369	288116	309755	21639					
5/10/1995 0:00:00	704	1	12/30/1899 8:00:00	"2"	29	175	5.00	10369	350065	361343	11278	11732	791575	797385	5810	
5/10/1995 0:00:00	704	2	12/30/1899 8:12:00	"2"	29	175	5.00	10369	361343	372993	11650					
5/10/1995 0:00:00	704	3	12/30/1899 8:21:00	"2"	29	175	5.00	10369	372993	383749	10756					
5/10/1995 0:00:00	706	1	12/30/1899 7:15:00	"2"	30	175	10.00	10369	309755	328788	19033	11732	772020	780742	8722	
5/10/1995 0:00:00	706	2	12/30/1899 7:35:00	"2"	30	175	5.00	10369	328788	339788	11000					
5/10/1995 0:00:00	706	3	12/30/1899 7:45:00	"2"	30	175	5.00	10369	339788	350038	10250					
5/10/1995 0:00:00	801	1	12/30/1899 8:42:00	"3"	22	125	10.00	10369	383749	403093	19344	11732	817521	827237	9716	
5/10/1995 0:00:00	801	2	12/30/1899 8:56:00	"3"	22	125	10.00	10369	403093	423347	20254					
5/10/1995 0:00:00	801	3	12/30/1899 9:10:00	"3"	22	125	10.00	10369	423347	445532	22185					
5/10/1995 0:00:00	804	1	12/30/1899 12:08:00	"4"	33	200	10.00	10369	637590	657517	19927	11732	920073	930679	10606	
5/10/1995 0:00:00	804	2	12/30/1899 12:25:00	"4"	33	200	10.00	10369	657517	678251	20734					
5/10/1995 0:00:00	804	3	12/30/1899 12:40:00	"4"	33	200	10.00	10369	678251	700143	21892					
5/11/1995 0:00:00	405	1	12/30/1899 13:13:00	"4"	20	100	10.00	10369	39288	58765	19477	11732	112650	121171	8521	
5/11/1995 0:00:00	405	2	12/30/1899 13:27:00	"4"	20	100	10.00	10369	58765	76062	17297					
5/11/1995 0:00:00	405	3	12/30/1899 13:42:00	"4"	20	100	10.00	10369	76062	95072	19010					
5/11/1995 0:00:00	418	1	12/30/1899 12:25:00	"4"	34	175	10.00	10369	978127	998851	20724	11732	85744	95007	9263	
5/11/1995 0:00:00	418	2	12/30/1899 12:37:00	"4"	34	175	10.00	10369	998851	19502	20651					
5/11/1995 0:00:00	418	3	12/30/1899 12:53:00	"4"	34	175	10.00	10369	19502	39219	19717					
5/11/1995 0:00:00	602	1	12/30/1899 11:33:00	"4"	7	50	10.00	10369	920905	939313	18408	11732	56193	66004	9811	
5/11/1995 0:00:00	602	2	12/30/1899 11:47:00	"4"	7	50	10.00	10369	939313	958421	19108					
5/11/1995 0:00:00	602	3	12/30/1899 12:00:00	"4"	7	50	10.00	10369	958421	977995	19574					
5/11/1995 0:00:00	606	1	12/30/1899 10:40:00	"2"	24	125	10.00	10369	858033	878669	20636	11732	27287	36687	9400	
5/11/1995 0:00:00	606	2	12/30/1899 10:55:00	"2"	24	125	10.00	10369	878669	899505	20836					
5/11/1995 0:00:00	606	3	12/30/1899 11:10:00	"2"	24	125	10.00	10369	899505	920894	21389					
5/11/1995 0:00:00	609	1	12/30/1899 9:42:00	"2"	24	125	10.00	10369	795527	816130	20603	11732	1300	10205	8905	
5/11/1995 0:00:00	609	2	12/30/1899 9:57:00	"2"	24	125	10.00	10369	816130	836320	20190					
5/11/1995 0:00:00	609	3	12/30/1899 10:13:00	"2"	24	125	10.00	10369	836320	858029	21709					
5/11/1995 0:00:00	610	1	12/30/1899 8:47:00	"2"	12	50	10.00	10369	734327	754358	20031	11732	974517	982636	8119	
5/11/1995 0:00:00	610	2	12/30/1899 9:02:00	"2"	12	50	10.00	10369	754358	775101	20743					
5/11/1995 0:00:00	610	3	12/30/1899 9:16:00	"2"	12	50	10.00	10369	775101	795517	20416					
5/11/1995 0:00:00	802	1	12/30/1899 7:20:00	"2"	5	50	10.00	10369	700157	712392	12235	11732	950723	961380	10657	
5/11/1995 0:00:00	802	2	12/30/1899 7:50:00	"2"	5	50	5.00	10369	712392	723597	11205					
5/11/1995 0:00:00	802	3	12/30/1899 8:02:00	"2"	5	50	5.00	10369	723597	734332	10735					
5/12/1995 0:00:00	323	1	12/30/1899 7:20:00	"2"	15	50	10.00	10369	95192	122743	27551	11732	140781	151493	10712	
5/12/1995 0:00:00	323	2	12/30/1899 7:35:00	"2"	15	50	10.00	10369	122743	144703	21960					
5/12/1995 0:00:00	323	3	12/30/1899 7:52:00	"2"	15	50	10.00	10369	144703	165780	21077					
5/12/1995 0:00:00	340	1	12/30/1899 8:18:00	"4"	12	50	10.00	10369	165799	186862	21063	11732	160597	170260	9663	
5/12/1995 0:00:00	340	2	12/30/1899 8:32:00	"4"	12	50	10.00	10369	186862	207777	20915					
5/12/1995 0:00:00	340	3	12/30/1899 8:45:00	"4"	12	50	10.00	10369	207777	228788	21011					
5/12/1995 0:00:00	411	1	12/30/1899 9:29:00	"4"	23	125	10.00	10369	228765	248639	19874	11732	189903	199530	9627	
5/12/1995 0:00:00	411	2	12/30/1899 9:43:00	"4"	23	125	10.00	10369	248639	274212	25573					
5/12/1995 0:00:00	411	3	12/30/1899 9:58:00	"4"	23	125	10.00	10369	274212	296246	22034					
5/12/1995 0:00:00	501	1	12/30/1899 10:24:00	"4"	30	175	10.00	10369	296246	319017	22771	11732	216701	226238	9537	
5/12/1995 0:00:00	501	2	12/30/1899 10:39:00	"4"	30	175	10.00	10369	319017	342435	23418					
5/12/1995 0:00:00	501	3	12/30/1899 10:54:00	"4"	30	175	10.00	10369	342435	365417	22982					
5/12/1995 0:00:00	504	1	12/30/1899 11:19:00	"4"	24	125	10.00	10369	365465	387823	22358	11732	246033	256428	10395	
5/12/1995 0:00:00	504	2	12/30/1899 11:32:00	"4"	24	125	10.00	10369	387823	410690	22867					
5/12/1995 0:00:00	504	3	12/30/1899 11:47:00	"4"	24	125	10.00	10369	410690	432307	21617					
5/12/1995 0:00:00	519	1	12/30/1899 12:07:00	"4"	9	50	10.00	10369	432307	452596	20289	11732	275500	284607	9107	
5/12/1995 0:00:00	519	2	12/30/1899 12:21:00	"4"	9	50	10.00	10369	452596	473490	20894					
5/12/1995 0:00:00	519	3	12/30/1899 12:35:00	"4"	9	50	10.00	10369	473490	494893	21403					
5/22/1995 0:00:00	809	1	12/30/1899 7:22:00	"4"	36	225	10.00	10369	494946	521430	26484	11732	305434	321784	16350	
5/22/1995 0:00:00	809	2	12/30/1899 7:43:00	"4"	36	225	10.00	10369	521430	548767	27337					
5/22/1995 0:00:00	809	3	12/30/1899 7:55:00	"4"	36	225	10.00	10369	548767	575624	26857					
5/22/1995 0:00:00	901	1	12/30/1899 8:22:00	"4"	12	75	10.00	10369	575623	600434	24811	11732	344347	360199	15852	
5/22/1995 0:00:00	901	2	12/30/1899 8:37:00	"4"	12	75	10.00	10369	600434	625232	24798					
5/22/1995 0:00:00	901	3	12/30/1899 8:52:00	"4"	12	75	10.00	10369	625243	651369	26126					
5/22/1995 0:00:00	902	1	12/30/1899 9:12:00	"4"	25	150	10.00	10369	651369	678283	26914	11732	392874	400519	7645	
5/22/1995 0:00:00	902	2	12/30/1899 9:27:00	"4"	25	150	10.00	10369	678283	704387	26104					
5/22/1995 0:00:00	902	3	12/30/1899 9:42:00	"4"	25	150	10.00	10369	704387	730860	26473					
5/22/1995 0:00:00	910	1	12/30/1899 13:37:00	"2"	38	225	10.00	10369	965621	992800	27179	11732	533674	546215	12541	
5/22/1995 0:00:00	910	2	12/30/1899 13:52:00	"2"	38	225	10.00	10369	992800	20060	27260					
5/22/1995 0:00:00	910	3	12/30/1899 14:07:00	"2"	38	225	10.00	10369	20060	47263	27203					
5/22/1995 0:00:00	912	1	12/30/1899 14:37:00	"2"	30	175	10.00	10369	47263	74184	26921	11732	573367	586120	12753	
5/22/1995 0:00:00	912	2	12/30/1899 14:52:00	"2"	30	175	10.00	10369	74184	99984	25800					
5/22/1995 0:00:00	914	1	12/30/1899 12:28:00	"2"	30	175	10.00	10369	887890	913556	25666	11732	499344	511448	12104	
5/22/1995 0:00:00	914	2	12/30/1899 12:43:00	"2"	30	175	10.00	10369	913556	940050	26494					
5/22/1995 0:00:00	914	3	12/30/1899 12:59:00	"2"	30	175	10.00	10369	940050	965610	25560					
5/22/1995 0:00:00	915	1	12/30/1899 10:10:00	"4"	24	150	10.00	10369	730860	757327	26467	11732	435930	449204	13274	
