"Date"	"Station"	"Tow"	"Fish Code"	"Catch"	"1/4 Subsampled"	"1/2 Subsampled"
4/28/1995 0:00:00	323	3	14	13	0	0
4/28/1995 0:00:00	323	3	15	1	0	0
4/28/1995 0:00:00	323	3	52	3	0	0
4/28/1995 0:00:00	340	1	2	64	0	0
4/28/1995 0:00:00	340	1	10	56	0	0
4/28/1995 0:00:00	340	1	14	4	0	0
4/28/1995 0:00:00	340	1	20	2	0	0
4/28/1995 0:00:00	340	1	49	10	0	0
4/28/1995 0:00:00	340	1	52	11	0	0
4/28/1995 0:00:00	340	2	2	98	0	0
4/28/1995 0:00:00	340	2	10	114	0	0
4/28/1995 0:00:00	340	2	13	1	0	0
4/28/1995 0:00:00	340	2	14	2	0	0
4/28/1995 0:00:00	340	2	49	6	0	0
4/28/1995 0:00:00	340	2	52	8	0	0
4/28/1995 0:00:00	340	3	2	263	0	0
4/28/1995 0:00:00	340	3	10	56	0	0
4/28/1995 0:00:00	340	3	13	1	0	0
4/28/1995 0:00:00	340	3	14	1	0	0
4/28/1995 0:00:00	340	3	20	1	0	0
4/28/1995 0:00:00	340	3	49	8	0	0
4/28/1995 0:00:00	340	3	52	30	0	0
4/28/1995 0:00:00	340	3	69	1	0	0
4/28/1995 0:00:00	411	1	2	41	0	0
4/28/1995 0:00:00	411	1	10	142	0	0
4/28/1995 0:00:00	411	1	15	1	0	0
4/28/1995 0:00:00	411	1	20	7	0	0
4/28/1995 0:00:00	411	1	49	1	0	0
4/28/1995 0:00:00	411	1	99	1	0	0
4/28/1995 0:00:00	411	2	2	24	0	0
4/28/1995 0:00:00	411	2	3	1	0	0
4/28/1995 0:00:00	411	2	10	38	0	0
4/28/1995 0:00:00	411	2	49	2	0	0
4/28/1995 0:00:00	411	2	99	1	0	0
4/28/1995 0:00:00	411	3	2	21	0	0
4/28/1995 0:00:00	411	3	10	32	0	0
4/28/1995 0:00:00	411	3	49	1	0	0
4/28/1995 0:00:00	501	1	10	3	0	0
4/28/1995 0:00:00	501	2	2	1	0	0
4/28/1995 0:00:00	501	2	10	9	0	0
4/28/1995 0:00:00	501	2	99	1	0	0
4/28/1995 0:00:00	501	3	0	1	0	0
4/28/1995 0:00:00	501	3	10	3	0	0
4/28/1995 0:00:00	504	1	10	2	0	0
4/28/1995 0:00:00	504	2	10	13	0	0
4/28/1995 0:00:00	504	2	20	2	0	0
4/28/1995 0:00:00	504	3	3	2	0	0
4/28/1995 0:00:00	504	3	10	6	0	0
4/28/1995 0:00:00	508	1	20	1	0	0
4/28/1995 0:00:00	508	1	66	1	0	0
4/28/1995 0:00:00	508	2	10	1	0	0
4/28/1995 0:00:00	508	3	10	2	0	0
4/28/1995 0:00:00	519	2	10	2	0	0
4/28/1995 0:00:00	519	3	10	1	0	0
5/8/1995 0:00:00	809	1	8	3	0	0
5/8/1995 0:00:00	809	2	28	1	0	0
5/8/1995 0:00:00	809	2	49	1	0	0
5/8/1995 0:00:00	901	3	38	4	0	0
5/8/1995 0:00:00	901	3	44	1	0	0
5/8/1995 0:00:00	910	1	8	3	0	0
5/8/1995 0:00:00	910	1	66	1	0	0
5/8/1995 0:00:00	910	2	28	1	0	0
5/8/1995 0:00:00	910	2	66	1	0	0
5/8/1995 0:00:00	910	3	26	1	0	0
5/8/1995 0:00:00	910	3	28	1	0	0
5/8/1995 0:00:00	912	1	28	1	0	0
5/8/1995 0:00:00	912	2	28	1	0	0
5/8/1995 0:00:00	912	3	28	3	0	0
5/8/1995 0:00:00	912	3	49	1	0	0
5/8/1995 0:00:00	914	1	8	3	0	0
5/8/1995 0:00:00	914	2	8	3	0	0
5/8/1995 0:00:00	914	3	8	35	0	0
5/9/1995 0:00:00	705	2	28	1	0	0
5/9/1995 0:00:00	707	1	49	1	0	0
5/9/1995 0:00:00	707	2	28	1	0	0
5/9/1995 0:00:00	707	3	44	1	0	0
5/9/1995 0:00:00	711	1	64	1	0	0
5/9/1995 0:00:00	716	1	8	3	0	0
5/9/1995 0:00:00	716	1	28	2	0	0
5/9/1995 0:00:00	716	1	49	1	0	0
5/9/1995 0:00:00	716	2	8	4	0	0
5/9/1995 0:00:00	716	2	26	2	0	0
5/9/1995 0:00:00	716	2	49	7	0	0
5/9/1995 0:00:00	716	3	8	1	0	0
5/9/1995 0:00:00	716	3	28	2	0	0
5/9/1995 0:00:00	716	3	49	4	0	0
5/9/1995 0:00:00	815	2	49	1	0	0
5/9/1995 0:00:00	906	1	8	2	0	0
5/9/1995 0:00:00	906	1	66	1	0	0
5/9/1995 0:00:00	906	2	8	2	0	0
5/9/1995 0:00:00	906	2	9	2	0	0
5/9/1995 0:00:00	906	2	28	3	0	0
5/9/1995 0:00:00	906	3	28	1	0	0
5/10/1995 0:00:00	508	1	10	2	0	0
5/10/1995 0:00:00	508	3	3	1	0	0
5/10/1995 0:00:00	513	3	8	1	0	0
5/10/1995 0:00:00	520	1	49	1	0	0
5/10/1995 0:00:00	703	3	26	2	0	0
5/10/1995 0:00:00	704	3	8	1	0	0
5/10/1995 0:00:00	706	1	28	1	0	0
5/10/1995 0:00:00	706	2	49	1	0	0
5/10/1995 0:00:00	706	3	28	1	0	0
5/10/1995 0:00:00	706	3	49	1	0	0
5/10/1995 0:00:00	804	3	3	1	0	0
5/11/1995 0:00:00	405	1	2	2	0	0
5/11/1995 0:00:00	405	1	10	19	0	0
5/11/1995 0:00:00	405	2	2	1	0	0
5/11/1995 0:00:00	405	2	10	21	0	0
5/11/1995 0:00:00	405	2	13	1	0	0
5/11/1995 0:00:00	405	2	49	1	0	0
5/11/1995 0:00:00	405	2	66	1	0	0
5/11/1995 0:00:00	405	3	2	1	0	0
5/11/1995 0:00:00	405	3	10	22	0	0
5/11/1995 0:00:00	405	3	15	1	0	0
5/11/1995 0:00:00	418	1	10	20	0	0
5/11/1995 0:00:00	418	1	19	1	0	0
5/11/1995 0:00:00	418	2	10	19	0	0
5/11/1995 0:00:00	418	2	19	1	0	0
5/11/1995 0:00:00	418	3	10	9	0	0
5/11/1995 0:00:00	602	1	10	5	0	0
5/11/1995 0:00:00	602	2	10	11	0	0
5/11/1995 0:00:00	602	3	10	3	0	0
5/11/1995 0:00:00	602	3	49	1	0	0
5/11/1995 0:00:00	606	1	3	2	0	0
5/11/1995 0:00:00	606	1	10	25	0	0
5/11/1995 0:00:00	606	1	20	12	0	0
5/11/1995 0:00:00	606	1	49	2	0	0
5/11/1995 0:00:00	606	2	10	28	0	0
5/11/1995 0:00:00	606	2	20	11	0	0
5/11/1995 0:00:00	606	2	49	2	0	0
5/11/1995 0:00:00	606	2	66	1	0	0
5/11/1995 0:00:00	606	3	3	1	0	0
5/11/1995 0:00:00	606	3	8	1	0	0
5/11/1995 0:00:00	606	3	10	46	0	0
5/11/1995 0:00:00	606	3	20	5	0	0
5/11/1995 0:00:00	606	3	49	4	0	0
5/11/1995 0:00:00	609	1	0	1	0	0
5/11/1995 0:00:00	609	1	10	4	0	0
5/11/1995 0:00:00	609	1	49	2	0	0
5/11/1995 0:00:00	609	1	65	1	0	0
5/11/1995 0:00:00	609	2	10	9	0	0
5/11/1995 0:00:00	609	2	20	2	0	0
5/11/1995 0:00:00	609	2	49	1	0	0
5/11/1995 0:00:00	609	3	3	1	0	0
5/11/1995 0:00:00	609	3	10	12	0	0
5/11/1995 0:00:00	609	3	20	1	0	0
5/11/1995 0:00:00	609	3	49	2	0	0
5/11/1995 0:00:00	610	1	10	1	0	0
5/11/1995 0:00:00	610	1	36	1	0	0
5/11/1995 0:00:00	610	2	10	1	0	0
5/11/1995 0:00:00	610	2	20	1	0	0
5/11/1995 0:00:00	610	2	28	4	0	0
5/11/1995 0:00:00	610	2	49	1	0	0
5/11/1995 0:00:00	610	2	64	2	0	0
5/11/1995 0:00:00	610	3	10	1	0	0
5/11/1995 0:00:00	610	3	28	1	0	0
5/11/1995 0:00:00	610	3	49	1	0	0
5/11/1995 0:00:00	802	1	46	3	0	0
5/11/1995 0:00:00	802	1	49	1	0	0
5/12/1995 0:00:00	323	1	2	6	0	0
5/12/1995 0:00:00	323	1	3	1	0	0
5/12/1995 0:00:00	323	1	10	114	0	0
5/12/1995 0:00:00	323	1	20	2	0	0
5/12/1995 0:00:00	323	1	49	1	0	0
5/12/1995 0:00:00	323	1	52	1	0	0
5/12/1995 0:00:00	323	1	70	1	0	0
5/12/1995 0:00:00	323	2	2	5	0	0
5/12/1995 0:00:00	323	2	10	78	0	0
5/12/1995 0:00:00	323	2	20	1	0	0
5/12/1995 0:00:00	323	2	49	1	0	0
5/12/1995 0:00:00	323	3	0	1	0	0
5/12/1995 0:00:00	323	3	2	10	0	0
5/12/1995 0:00:00	323	3	10	132	0	0
5/12/1995 0:00:00	323	3	48	2	0	0
5/12/1995 0:00:00	340	1	0	1	0	0
5/12/1995 0:00:00	340	1	2	534	0	0
5/12/1995 0:00:00	340	1	3	4	0	0
5/12/1995 0:00:00	340	1	10	221	0	0
5/12/1995 0:00:00	340	1	19	1	0	0
5/12/1995 0:00:00	340	1	49	12	0	0
5/12/1995 0:00:00	340	1	52	2	0	0
5/12/1995 0:00:00	340	2	0	4	0	0
5/12/1995 0:00:00	340	2	2	550	0	0
5/12/1995 0:00:00	340	2	3	3	0	0
5/12/1995 0:00:00	340	2	10	246	0	0
5/12/1995 0:00:00	340	2	13	1	0	0
5/12/1995 0:00:00	340	2	14	3	0	0
5/12/1995 0:00:00	340	2	19	1	0	0
5/12/1995 0:00:00	340	2	20	3	0	0
5/12/1995 0:00:00	340	2	49	7	0	0
5/12/1995 0:00:00	340	2	52	4	0	0
5/12/1995 0:00:00	340	2	69	2	0	0
5/12/1995 0:00:00	340	3	0	1	0	0
5/12/1995 0:00:00	340	3	2	93	0	0
5/12/1995 0:00:00	340	3	3	3	0	0
5/12/1995 0:00:00	340	3	10	69	0	0
5/12/1995 0:00:00	340	3	20	2	0	0
5/12/1995 0:00:00	340	3	49	9	0	0
5/12/1995 0:00:00	340	3	52	1	0	0
5/12/1995 0:00:00	340	3	66	1	0	0
5/12/1995 0:00:00	340	3	70	2	0	0
5/12/1995 0:00:00	411	1	10	5	0	0
5/12/1995 0:00:00	411	1	99	1	0	0
5/12/1995 0:00:00	411	2	3	2	0	0
5/12/1995 0:00:00	411	2	10	4	0	0
5/12/1995 0:00:00	411	3	3	4	0	0
5/12/1995 0:00:00	411	3	10	25	0	0
5/12/1995 0:00:00	501	1	10	7	0	0
5/12/1995 0:00:00	501	1	99	1	0	0
5/12/1995 0:00:00	501	2	10	4	0	0
5/12/1995 0:00:00	501	2	19	1	0	0
5/12/1995 0:00:00	501	3	10	16	0	0
5/12/1995 0:00:00	504	1	3	4	0	0
5/12/1995 0:00:00	504	1	10	16	0	0
5/12/1995 0:00:00	504	1	28	2	0	0
5/12/1995 0:00:00	504	2	10	11	0	0
5/12/1995 0:00:00	504	2	28	1	0	0
5/12/1995 0:00:00	504	2	49	1	0	0
5/12/1995 0:00:00	504	3	10	10	0	0
5/12/1995 0:00:00	504	3	99	2	0	0
5/12/1995 0:00:00	519	1	3	1	0	0
5/12/1995 0:00:00	519	1	10	7	0	0
5/12/1995 0:00:00	519	2	10	6	0	0
5/12/1995 0:00:00	519	3	10	1	0	0
5/22/1995 0:00:00	809	2	10	1	0	0
5/22/1995 0:00:00	902	2	36	1	0	0
5/22/1995 0:00:00	910	1	9	1	0	0
5/22/1995 0:00:00	910	1	36	1	0	0
5/22/1995 0:00:00	912	1	39	1	0	0
5/22/1995 0:00:00	915	1	36	1	0	0
5/22/1995 0:00:00	918	1	8	1	0	0
5/22/1995 0:00:00	918	2	28	1	0	0
5/23/1995 0:00:00	711	3	6	1	0	0
5/23/1995 0:00:00	716	1	10	16	0	0
5/23/1995 0:00:00	716	1	49	1	0	0
5/23/1995 0:00:00	716	2	10	8	0	0
5/23/1995 0:00:00	716	2	15	1	0	0
5/23/1995 0:00:00	716	3	10	3	0	0
5/23/1995 0:00:00	812	1	49	12	0	0
5/23/1995 0:00:00	812	2	36	1	0	0
5/23/1995 0:00:00	812	2	49	15	0	0
5/23/1995 0:00:00	812	3	1	1	0	0
5/23/1995 0:00:00	812	3	64	1	0	0
5/23/1995 0:00:00	815	2	49	1	0	0
5/23/1995 0:00:00	906	1	36	1	0	0
5/24/1995 0:00:00	520	2	0	1	0	0
5/24/1995 0:00:00	520	3	49	1	0	0
5/24/1995 0:00:00	703	1	6	1	0	0
5/24/1995 0:00:00	704	1	6	1	0	0
5/24/1995 0:00:00	704	2	26	1	0	0
5/24/1995 0:00:00	704	3	10	1	0	0
5/24/1995 0:00:00	704	3	28	2	0	0
5/24/1995 0:00:00	704	3	64	1	0	0
5/24/1995 0:00:00	706	1	28	1	0	0
5/24/1995 0:00:00	706	1	64	1	0	0
5/24/1995 0:00:00	706	2	3	1	0	0
5/24/1995 0:00:00	706	2	64	1	0	0
5/24/1995 0:00:00	706	3	49	1	0	0
5/24/1995 0:00:00	707	1	0	35	0	0
5/24/1995 0:00:00	707	1	28	1	0	0
5/24/1995 0:00:00	707	1	49	3	0	0
5/24/1995 0:00:00	707	1	64	2	0	0
5/24/1995 0:00:00	707	2	0	22	0	0
5/24/1995 0:00:00	707	2	6	2	0	0
5/24/1995 0:00:00	707	2	28	3	0	0
5/24/1995 0:00:00	707	2	49	1	0	0
5/24/1995 0:00:00	707	3	0	52	0	0
5/24/1995 0:00:00	707	3	6	2	0	0
5/24/1995 0:00:00	707	3	10	1	0	0
5/24/1995 0:00:00	707	3	49	1	0	0
5/24/1995 0:00:00	707	3	64	2	0	0
5/24/1995 0:00:00	801	1	3	1	0	0
5/24/1995 0:00:00	802	1	36	1	0	0
5/24/1995 0:00:00	804	1	3	1	0	0
5/24/1995 0:00:00	804	1	49	2	0	0
5/24/1995 0:00:00	804	2	3	2	0	0
5/24/1995 0:00:00	804	2	6	1	0	0
5/24/1995 0:00:00	804	2	10	1	0	0
5/24/1995 0:00:00	804	2	19	1	0	0
5/24/1995 0:00:00	804	3	0	1	0	0
5/24/1995 0:00:00	804	3	3	2	0	0
5/25/1995 0:00:00	405	1	2	4	0	0
5/25/1995 0:00:00	405	1	10	170	0	0
5/25/1995 0:00:00	405	1	20	2	0	0
5/25/1995 0:00:00	405	2	2	8	0	0
5/25/1995 0:00:00	405	2	10	237	0	0
5/25/1995 0:00:00	405	2	15	1	0	0
5/25/1995 0:00:00	405	3	0	1	0	0
5/25/1995 0:00:00	405	3	2	62	0	0
5/25/1995 0:00:00	405	3	10	130	0	0
5/25/1995 0:00:00	405	3	52	1	0	0
5/25/1995 0:00:00	405	3	70	1	0	0
5/25/1995 0:00:00	418	1	0	9	0	0
5/25/1995 0:00:00	418	1	2	8	0	0
5/25/1995 0:00:00	418	1	3	1	0	0
5/25/1995 0:00:00	418	1	10	565	0	0
5/25/1995 0:00:00	418	1	13	1	0	0
5/25/1995 0:00:00	418	2	0	4	0	0
5/25/1995 0:00:00	418	2	2	4	0	0
5/25/1995 0:00:00	418	2	10	416	0	0
5/25/1995 0:00:00	418	3	0	1	0	0
5/25/1995 0:00:00	418	3	2	5	0	0
5/25/1995 0:00:00	418	3	10	475	0	0
5/25/1995 0:00:00	513	1	0	2	0	0
5/25/1995 0:00:00	513	1	28	1	0	0
5/25/1995 0:00:00	513	2	0	2	0	0
5/25/1995 0:00:00	513	3	0	1	0	0
5/25/1995 0:00:00	513	3	10	1	0	0
5/25/1995 0:00:00	602	1	0	12	0	0
5/25/1995 0:00:00	602	1	2	1	0	0
5/25/1995 0:00:00	602	1	3	1	0	0
5/25/1995 0:00:00	602	1	10	115	0	0
5/25/1995 0:00:00	602	2	0	14	0	0
5/25/1995 0:00:00	602	2	2	1	0	0
5/25/1995 0:00:00	602	2	3	5	0	0
5/25/1995 0:00:00	602	2	10	160	0	0
5/25/1995 0:00:00	602	3	0	19	0	0
5/25/1995 0:00:00	602	3	3	2	0	0
5/25/1995 0:00:00	602	3	10	510	0	0
5/25/1995 0:00:00	602	3	28	1	0	0
5/25/1995 0:00:00	606	1	0	14	0	0
5/25/1995 0:00:00	606	1	3	3	0	0
5/25/1995 0:00:00	606	1	10	73	0	0
5/25/1995 0:00:00	606	1	20	11	0	0
5/25/1995 0:00:00	606	1	49	2	0	0
5/25/1995 0:00:00	606	2	0	20	0	0
5/25/1995 0:00:00	606	2	3	2	0	0
5/25/1995 0:00:00	606	2	10	152	0	0
5/25/1995 0:00:00	606	2	19	1	0	0
5/25/1995 0:00:00	606	2	20	17	0	0
5/25/1995 0:00:00	606	2	49	7	0	0
5/25/1995 0:00:00	606	3	0	49	0	0
5/25/1995 0:00:00	606	3	10	141	0	0
5/25/1995 0:00:00	606	3	20	18	0	0
5/25/1995 0:00:00	606	3	49	3	0	0
5/25/1995 0:00:00	606	3	66	1	0	0
5/25/1995 0:00:00	609	1	0	6	0	0
5/25/1995 0:00:00	609	1	3	10	0	0
5/25/1995 0:00:00	609	1	10	27	0	0
5/25/1995 0:00:00	609	1	20	2	0	0
5/25/1995 0:00:00	609	2	0	4	0	0
5/25/1995 0:00:00	609	2	10	27	0	0
5/25/1995 0:00:00	609	2	20	2	0	0
5/25/1995 0:00:00	609	2	28	1	0	0
5/25/1995 0:00:00	609	3	0	9	0	0
5/25/1995 0:00:00	609	3	3	1	0	0
5/25/1995 0:00:00	609	3	10	10	0	0
5/25/1995 0:00:00	609	3	49	1	0	0
5/25/1995 0:00:00	610	1	0	8	0	0
5/25/1995 0:00:00	610	1	5	1	0	0
5/25/1995 0:00:00	610	1	10	1	0	0
5/25/1995 0:00:00	610	1	15	1	0	0
5/25/1995 0:00:00	610	1	20	1	0	0
5/25/1995 0:00:00	610	1	64	1	0	0
5/25/1995 0:00:00	610	2	0	6	0	0
5/25/1995 0:00:00	610	2	10	8	0	0
5/25/1995 0:00:00	610	2	28	1	0	0
5/25/1995 0:00:00	610	2	49	1	0	0
5/25/1995 0:00:00	610	3	0	6	0	0
5/25/1995 0:00:00	610	3	10	6	0	0
5/25/1995 0:00:00	610	3	28	2	0	0
5/26/1995 0:00:00	323	1	2	79	0	0
5/26/1995 0:00:00	323	1	10	113	0	0
5/26/1995 0:00:00	323	1	14	1	0	0
5/26/1995 0:00:00	323	1	69	1	0	0
5/26/1995 0:00:00	323	1	70	8	0	0
5/26/1995 0:00:00	323	2	2	56	0	0
5/26/1995 0:00:00	323	2	10	126	0	0
5/26/1995 0:00:00	323	2	14	1	0	0
5/26/1995 0:00:00	323	2	20	1	0	0
5/26/1995 0:00:00	323	2	69	2	0	0
5/26/1995 0:00:00	323	2	70	2	0	0
5/26/1995 0:00:00	323	3	0	1	0	0
5/26/1995 0:00:00	323	3	2	32	0	0
5/26/1995 0:00:00	323	3	10	124	0	0
5/26/1995 0:00:00	323	3	14	2	0	0
5/26/1995 0:00:00	323	3	52	1	0	0
5/26/1995 0:00:00	323	3	69	1	0	0
5/26/1995 0:00:00	330	1	0	57	0	0
5/26/1995 0:00:00	330	1	2	207	0	0
5/26/1995 0:00:00	330	1	3	1	0	0
5/26/1995 0:00:00	330	1	10	509	0	0
5/26/1995 0:00:00	330	1	14	23	0	0
5/26/1995 0:00:00	330	1	20	2	0	0
5/26/1995 0:00:00	330	1	36	1	0	0
5/26/1995 0:00:00	330	1	52	19	0	0
5/26/1995 0:00:00	330	1	69	3	0	0
5/26/1995 0:00:00	330	1	70	90	0	0
5/26/1995 0:00:00	340	1	0	17	0	0
5/26/1995 0:00:00	340	1	2	109	0	0
5/26/1995 0:00:00	340	1	3	11	0	0
5/26/1995 0:00:00	340	1	10	180	0	0
5/26/1995 0:00:00	340	1	20	1	0	0
5/26/1995 0:00:00	340	1	49	4	0	0
5/26/1995 0:00:00	340	1	69	1	0	0
5/26/1995 0:00:00	340	1	70	2	0	0
5/26/1995 0:00:00	340	2	0	7	0	0
5/26/1995 0:00:00	340	2	2	51	0	0
5/26/1995 0:00:00	340	2	3	7	0	0
5/26/1995 0:00:00	340	2	10	144	0	0
5/26/1995 0:00:00	340	2	14	1	0	0
5/26/1995 0:00:00	340	2	20	1	0	0
5/26/1995 0:00:00	340	2	49	3	0	0
5/26/1995 0:00:00	340	2	52	1	0	0
5/26/1995 0:00:00	340	3	0	11	0	0
5/26/1995 0:00:00	340	3	2	42	0	0
5/26/1995 0:00:00	340	3	3	5	0	0
5/26/1995 0:00:00	340	3	10	97	0	0
5/26/1995 0:00:00	340	3	20	3	0	0
5/26/1995 0:00:00	340	3	49	7	0	0
5/26/1995 0:00:00	340	3	52	1	0	0
5/26/1995 0:00:00	340	3	69	5	0	0
5/26/1995 0:00:00	340	3	70	3	0	0
5/26/1995 0:00:00	411	1	0	74	0	0
5/26/1995 0:00:00	411	1	3	18	0	0
5/26/1995 0:00:00	411	1	10	39	0	0
5/26/1995 0:00:00	411	1	49	1	0	0
5/26/1995 0:00:00	411	2	0	142	0	0
5/26/1995 0:00:00	411	2	3	12	0	0
5/26/1995 0:00:00	411	2	5	2	0	0
5/26/1995 0:00:00	411	2	10	77	0	0
5/26/1995 0:00:00	411	2	19	1	0	0
